date,code,address,neighbourhood,municipality,collection-point,taste,odor
2020-02-20,RJ-13 P21,Estrada Manoel Nogueira de Sá,Bangu,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-13 P25,Rua Teodoro Sampaio,Jardim Sulacap,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-03 P02,Pra Jacarandas,Lagoa,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-03 P08,Rua Inglês de Souza,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-03 P11,Avenida Rodrigo Otávio,Gávea,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-03 P14,Rua Oitis,Gávea,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-03 P15,Rua Marques de São Vicente,Gávea,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-03 P19,Rua Codajás,Leblon,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-03 P20,Rua Timoteo da Costa,Leblon,Rio de Janeiro,Rede de Distribuição,2,1
2020-02-20,RJ-03 P27,Rua Cupertino Durão,Leblon,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-03 P28,Rua Mario Ribeiro,Leblon,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-16 P07,Rua Barão da Torre,Ipanema,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-16 P08,Rua Vinicius de Moraes,Ipanema,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-16 P10,Rua Prudente de Moraes,Ipanema,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-16 P12,Rua Francisco Sá,Copacabana,Rio de Janeiro,Rede de Distribuição,2,1
2020-02-20,RJ-16 P15,Avenida Atlântica,Copacabana,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-16 P17,Ladeira Tabajaras,Copacabana,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-16 P23,Rua Gustavo Sampaio,Leme,Rio de Janeiro,Rede de Distribuição,2,1
2020-02-20,RJ-16 P24,Rua General Ribeiro da Costa,Leme,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-16 P28,Rua Ramon Franco,Urca,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-20,RJ-16 P33,Avenida Pasteur,Botafogo,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-21,RJ-12 P01,Rua Miguel Angelo,Maria da Graça,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-21,RJ-12 P11,Rua Cachambi,Cachambi,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-21,RJ-12 P13,Rua José Bonifácio,Todos os Santos,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-21,RJ-12 P15,Rua Luiz Silva,Abolição,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-21,RJ-12 P17,Rua Glaziou,Pilares,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-21,INT-04 P01,Rua Silva Gomes,Cascadura,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-21,INT-04 P05,Rua Atila Da Silveira,Oswaldo Cruz,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-21,INT-04 P06,Etr Portela,Madureira,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-21,RJ-04 P29,Rua Nerval De Gouvea,Quintino Bocaiuva,Rio de Janeiro,Rede de Distribuição,2,3
2020-02-21,Concentração 20:30,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,1
2020-02-21,Dispersão - 20:00,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-22,Concentração 00:00,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-22,Dispersão - 00:30,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-22,Concentração 04:00,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,1
2020-02-22,Dispersão - 04:00,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-22,Concentração 22h,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-22,Dispersão - 19:58,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-23,Concentração 02:34,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-23,Dispersão - 02:15,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-23,Concentração 04:15,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-23,Dispersão - 04:30,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-23,Concentração 18:00,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,1
2020-02-23,Dispersão - 18:30,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-24,Concentração 00:00,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-24,Dispersão - 00:30,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-24,Concentração 04:00,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-24,Dispersão - 04:00,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-24,Concentração 18:32,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-24,Dispersão - 18:53,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-25,Concentração 01:20,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-25,Dispersão - 00:55,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-25,Concentração 03:30,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,1
2020-02-25,Dispersão - 03:02,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-25,Concentração 16:30,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-25,Concentração 22:00,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-29,Concentração 20:40,Rua Marquês de Sapucaí - Concentração,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-29,Dispersão - 20:15,Rua Marquês de Sapucaí - Dispersão,Cidade Nova,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-22,ZS-MC 1,Avenida Glaucio Gil,Recreio dos Bandeirantes,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-22,ZS-MC 2,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-22,ZS-MC 3,Avn Pref Mendes De Moraes,São Conrado,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-22,ZS-MC 4,Rua General Artigas,Leblon,Rio de Janeiro,Rede de Distribuição,2,1
2020-02-23,ZS-MC 1,Avenida Glaucio Gil,Recreio dos Bandeirantes,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-23,ZS-MC 2,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-23,ZS-MC 3,Avn Pref Mendes De Moraes,São Conrado,Rio de Janeiro,Rede de Distribuição,2,1
2020-02-24,ZS-MC 1,Avenida Glaucio Gil,Recreio dos Bandeirantes,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-24,ZS-MC 2,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-24,ZS-MC 3,Avn Pref Mendes De Moraes,São Conrado,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-25,ZS-MC 1,Avenida Glaucio Gil,Recreio dos Bandeirantes,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-25,ZS-MC 2,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-02-25,ZS-MC 3,Avn Pref Mendes De Moraes,São Conrado,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-02,RJ-18 - P04,Rua Andrade Pertence,Catete,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-02,RJ-18 - P07,Rua Antonio Mendes Campos,Glória,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-02,RJ-18 - P13,Rua Dom Gerardo,Centro,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-02,RJ-18 - P20,Rua Waldemar Dutra,Santo Cristo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-02,BX-05 - P03,Avn João De Deus Menezes,N S Ant - São João de Meriti,São João de Meriti,Rede de Distribuição,2,2
2020-03-02,BX-05 - P12,Rua Santo Antonio,Fluminense - São João de Meriti,São João de Meriti,Rede de Distribuição,2,2
2020-03-03,BX-03 P11,Rua Casulo,Centro - Mesquita,Mesquita,Rede de Distribuição,2,2
2020-03-03,BX-03 P15,Trv União,Centro - Mesquita,Mesquita,Rede de Distribuição,2,2
2020-03-03,BX-04/1 P01,Rua Pres Gal Craveiro Lopes,Olinda - Nilópolis,Nilópolis,Rede de Distribuição,2,2
2020-03-03,BX-04/1 P12,Rua Ver Jose Fortes,Centro - Nilópolis,Nilópolis,Rede de Distribuição,2,2
2020-03-03,BX-02 P01,Rdv Washington Luiz,Duque de Caxias,Duque de Caxias,Rede de Distribuição,2,2
2020-03-03,BX-02 P25,Rua Euclides Cunha,Centenário - Duque de Caxias,Duque de Caxias,Rede de Distribuição,2,2
2020-03-04,Túnel Canal,Avenida Edson Passos,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,2,2
2020-03-04,SA 1078/20,Rua Prof Henrique Costa,Pechincha,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1097/20,Rua Jose Colares Moreira,Taquara,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1159/20,Rua Cembira,Bento Ribeiro,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1005/20A,Rua Guilhermina,Encantado,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1165/20,Rua Benjamim Magalhaes,Pilares,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1166/20,Rua Enaldo Cravo Peixoto,Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1168/20,Rua Ailson Simoes,Bento Ribeiro,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1174/20,Rua Zamenhof,Estácio,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1182/20,Rua Bucareste,Vigário Geral,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1197/20,Rua Fortunato De Brito,Freguesia,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-04,SA 1185/19E,Rua Olegario Mariano,Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-05,SA 1213/20,Rua Alvaro Ramos,Botafogo - Band News,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-05,RJ-02 P20,Rua Arnaldo Quintela,Botafogo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-05,RJ-02 P21,Rua Rodrigo De Brito,Botafogo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-05,RJ-02 P22,Rua Assis Bueno,Botafogo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-05,RJ-02 P24,Rua Passagem,Botafogo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-12 P01,Rua Miguel Angelo,Maria da Graça,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-12 P08,Rua Miguel Fernandes,Méier,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-12 P05,Rua Ferreira De Andrade,Cachambi,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-12 P15,Rua Luiz Silva,Abolição,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-12 P20,Avn Joao Ribeiro,Pilares,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-12 P25,Rua Divino Salvador,Piedade,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,BX-06 P01,Avn Dr Salles Teixeira,Aero Clube - Nova Iguaçu,Nova Iguaçu,Rede de Distribuição,2,2
2020-03-06,BX-06 P02,Avn Dr Salles Teixeira,Aero Clube - Nova Iguaçu,Nova Iguaçu,Rede de Distribuição,2,2
2020-03-06,RJ-15 P83,Rua Juiz de Fora,Grajaú,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 1221/20,Rua Visc De Santa Isabel,Vila Isabel,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 1233/20,Rua Eduardo de Sá,Higienópolis,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 525/20- A,Rua Eng Miranda Ribeiro,Realengo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 932/20,Etr. Da Barra de Guaratiba,Barra de Guaratiba,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 1124/20,Rua Visc De Araguaia,Santa Cruz,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 1199/20,Estrada Santa Eugênia,Paciência,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 1134/20,Rua Tronco Do Ipe,Campo Grande,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 1208/20,Rua Panama,Penha,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 1228/20,Etr Guandu Do Sena,Bangu,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,ILHA-02 P02,Pra Jequia,Ribeira,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,ILHA-02 P07,Rua Formosa Do Zumbi,Zumbi,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,ILHA-02 P21,Rua Amapurus,Taua,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,AA-01,Etr. Santa Cruz,Senador A Vasconcellos,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-09 P06,Rua Dr Crespo,Recreio dos Bandeirantes,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-09 P17,Rua Jorge Yunes,Recreio dos Bandeirantes,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-09 P16,Rua Joaquim Cardoso,Recreio dos Bandeirantes,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-02 P30,Rua Miguel Pereira,Humaitá,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-03 P10,Rua Alberto Ribeiro,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,RJ-16 P15,Avn Atlantica,Copacabana,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 690/20,Rua Sta Cristina,Santa Teresa,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-06,SA 1236/20,Rua Justino De Sousa,São Cristóvão,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-09,RJ-01 P04,Rua Geminiano Gois,Jacarepaguá,Rio de Janeiro,Rede de Distribuição,2,1
2020-03-09,RJ-01 P07,Avn Geremario Dantas,Tanque,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-09,RJ-01 P08,Etr Tres Rios,Jacarepaguá,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-09,SA 760/20,Rua Andrade Araujo,Oswaldo Cruz,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-09,SA 829/20,Rua Vaz Lobo,Vaz Lobo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-09,SA 832/20,Rua Ferreira Cantao,Irajá,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-09,SA 849/20,Rua Prof Paula Aquiles,Vila da Penha,Nova Iguaçu,Rede de Distribuição,2,1
2020-03-09,SA 1080/20,Rua Parauna,Ricardo de Albuquerque,Nova Iguaçu,Rede de Distribuição,3,2
2020-03-09,SA 1139/20,Avn Sao Felix,Vista Alegre,Rio de Janeiro,Rede de Distribuição,2,1
2020-03-10,RJ-16 P04,Avn Epitacio Pessoa,Ipanema,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-10,RJ-16 P08,Rua Vinicius De Moraes,Ipanema,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-10,RJ-16 P23,Rua Gustavo Sampaio,Leme,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-10,RJ-16 P34,Avn Pasteur,Botafogo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-10,SA 1265/20,Rua Benjamin Constant,Glória,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,Túnel Canal,Avenida Edson Passos,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,2,2
2020-03-11,SA 1191/20,Rua Itaquera,Inhaúma,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,SA 1277/20,Rua Irapua,Penha Circular,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,INT-02 P03,Rua Miltom,Ramos,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,INT-02 P20,Rua Montevideo,Penha,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,INT-02 P27,Rua Angatuba,Braz de Pina,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,RJ-15 P04,Rua Bom Pastor,Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,RJ-15 P10,Rua Visc De Itamarati,Maracanã,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,RJ-15 P21,Blv Vinte E Oito De Setembro,Vila Isabel,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,RJ-15 P27,Rua Barao Do Bom Retiro,Grajaú,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,RJ-15 P30,Rua Itabaiana,Grajaú,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,RJ-15 P36,Rua Leopoldo,Andaraí,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,RJ-07 P01,Etr Lameirao,Santíssimo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,RJ-07 P02,Etr Viegas,Senador Camara,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,RJ-07-P19,Rua Augusto De Vasconcelos,Campo Grande,Rio de Janeiro,Rede de Distribuição,2,1
2020-03-11,RJ-07 P24,Avn Joaquim Magalhaes,Sen A Vasconcelos,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-11,SA 998/20,Estrada Cabuçu,Campo Grande,Rio de Janeiro,Rede de Distribuição,2,1
2020-03-11,SA 1170/20,Rua Artur Rios,Campo Grande,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-12,SA 1303/20,Rua Paim Pamplona,Sampaio,Rio de Janeiro,Rede de Distribuição,2,1
2020-03-12,SA 1249/20,Rua Jose Dos Reis,Engenho de Dentro,Rio de Janeiro,Rede de Distribuição,2,1
2020-03-12,SA 1112/20,Trv Cassiano,Santa Teresa,Rio de Janeiro,Rede de Distribuição,2,1
2020-03-12,SA 1307/20,Avn Henrique Dumont,Ipanema,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-12,RJ-03 P18,Avn Padre Leonel Franca,Gávea,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-12,RJ-14 P03,Prc Vila Formosa,Pedra de Guaratiba,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-12,RJ-14 P25,Etr Grama,Guaratiba,Rio de Janeiro,Rede de Distribuição,2,1
2020-03-12,SA 88/20A,Rua Marques De São Vicente,Gávea,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-12,SA 926/20A,Rua José Fernandes,Sepetiba,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-12,SA 1130/20,Rua Tupitinga,Cosmos,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-12,SA 1162/20,Rua Embaix Moniz Gordilho,Inhoaiba,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-12,SA 1222/20,Prc Gado,Santa Cruz,Rio de Janeiro,Rede de Distribuição,2,1
2020-03-12,SA 1254/20,Rua Das Acacias,Gávea,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,RJ-08 P11,Rua Einstein,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,RJ-08 P23,Avn Do Pepe,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,RJ-08 P27,Avn Afonso Taunay,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,SA 1207/20,Rua Pompeu Loureiro,Copacabana,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,SA 1243/20,Rua Sao Clemente,Botafogo,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,SA 1272/20,Rua Duvivier,Copacabana,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,SA 1152/20A,Avn Braz De Pina,Braz de Pina,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,SA 436/20A,Rua Jose Bonifacio,Todos os Santos,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,SA 1301/20,Rua Fabio Luz,Méier,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,SA 1270/20,Rua Columbia,Quintino Bocaiuva,Rio de Janeiro,Rede de Distribuição,2,2
2020-03-13,BX-05 P08,Rua Alagoas,Centro - São João de Meriti,São João de Meriti,Rede de Distribuição,2,2
2020-03-13,BX-05 P27,Rua Pastor Joaquim Rosa,J Meriti - São João de Meriti,São João de Meriti,Rede de Distribuição,2,2
2020-10-01,25922/20,Rua Dr. Otávio Kelly,Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-01,S.A. 2243/20,Rua Uberaba,Grajaú,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-02,S.A. 2242/20,Rua Viúva Lacerda,Humaitá,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-02,S.A. 2061/20B,Rua Rubem Braga,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-02,INT-06 P08,Rua Macabu,Coelho Neto,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-02,S.A. 2227/20,Rua São Gotardo,Bangu,Rio de Janeiro,Rede de Distribuição,2,1
2020-10-02,S.A. 2245/20,Rua Verde,Campo Grande,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-04,S.A. 2255/20,Av. Abílio Augusto Távora,Centro,Nova Iguaçu,Rede de Distribuição,1,1
2020-10-05,S.A. 2196/20A,Rua Jucari,Irajá,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-05,S.A. 2123/20A,Estrada Gov. Chagas Freitas,Moneró,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-05,S.A. 2259/20,Rua Amorim,Piedade,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-06,S.A 2269/20,Rua Loureiro Ribeiro,Higienópolis,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-06,Am. 26053/20,Estrada da Pedra,Pedra de Guaratiba,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-07,Am. 26132/20,Rua Vinte e Quatro de Maio,São Francisco Xavier,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-07,Am. 26151/20,Rua Primo Teixeira,Encantado,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-07,Am. 26355/20,Rua Olímpia Esteves,Padre Miguel,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-07,Am. 26365/20,Rua General Sezefredo,Realendo,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-07,Am. 26378/20,Rua Teodoro Sampaio,Jardim Sulacap,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-07,S.A. 2264/20,Rua Pedro Teixeira,Irajá,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-08,Am. 26453/20,Rua Guaravera,Curicica,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-08,Am. 26457/20,Rua Caraibuna,Taquara,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-08,Am. 26460/20,Estrada do Rio Pequeno,Jacarepaguá,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-08,Am. 26516/20,Rua Miltom,Ramos,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-08,Am. 26492/2,Rua Marata,Campo Grande,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-08,Am. 26507/20,Av. Joaquim Magalhães,Senador A. Vasconcelos,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-08,S.A. 2190/20A,Avenida Brasil,Vila São Luiz,Duque de Caxias,Rede de Distribuição,1,1
2020-10-09,S.A. 2277/20,Avenida Edson Passos - Reservatório Caixa Nova - Saída,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,1,1
2020-10-09,S.A. 2283/20,Estrada da Covanca - Abastecimento Carros-Pipa,Tanque,Rio de Janeiro,Macro Distribuição,1,1
2020-10-09,S.A. 2276/20,Rua Pacheco Leão - Reservatório Macacos - Entrada,Jardim Botânico,Rio de Janeiro,Macro Distribuição,1,1
2020-10-09,S.A. 2277/20,Avenida Edson Passos - Reservatório Caixa Nova - Entrada,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,1,1
2020-10-09,Am. 26597/20,Praça da Cruz Vermelha,Centro,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-09,Am. 26589/20,Rua Estácio de Sá,Estácio,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-09,Am. 26591/20,Rua Amoroso Lima,Cidade Nova,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-09,Am. 26650/20,Rua Bucareste,Vigário Geral,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-09,Am. 26641/20,Rua Cordovil,Parada de Lucas,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-12,Am. 26957/20,Rua Eugenio de Menezes,Venda Velha,São João de Meriti,Rede de Distribuição,1,1
2020-10-12,Am. 26966/20,Avenida Dr. Arruda Negreiros,Centro,São João de Meriti,Rede de Distribuição,1,1
2020-10-12,Am. 25146/20,Rua General Dionisio,Jardim 25 de Agosto,Duque de Caxias,Rede de Distribuição,1,1
2020-10-13,Am. 26747/20,Rua Pinto da Fonseca,Magalhães Bastos,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-13,Am. 26806/20,Rua Professor Valdemar Raythe,Guadalupe,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-13,Am. 26815/20,Rua Isolino Aquino,Deodoro,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-13,S.A. 2280/20,Alameda Caheiros da Graça - Abastecimento Carros-Pipa,Jardim Primavera,Duque de Caxias,Macro Distribuição,1,1
2020-10-14,Am. 27040/20,Rua Engenheiro Álvaro Niemeyer,São Conrado,Rio de Janeiro,Rede de Distribuição,1,1
