date,code,address,neighbourhood,municipality,collection-point,taste,odor
2020-10-14,Am. 27008/20,Rua Atílio Milano,Del Castilho,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-14,Am. 27046/20,Rua São Leobaldo,Gávea,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-14,Am. 27060/20,Avenida General Guedes da Fontoura,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-14,S.A. 2285/20,Avenida Benjamim Pinto Dias - Abastecimento Carros-Pipa,Belford Roxo,Belford Roxo,Macro Distribuição,1,1
2020-10-14,S.A. 2275/20,Rua Delfim Moreira - Reservatório São Matheus - Entrada,São Matheus,São João de Meriti,Macro Distribuição,1,1
2020-10-14,S.A. 2275/20,Rua Delfim Moreira - Reservatório São Matheus - Saída,São Matheus,São João de Meriti,Macro Distribuição,1,1
2020-10-14,S.A. 2284/20,Avenida Benjamim Pinto Dias - Abastecimento Carros-Pipa,Belford Roxo,Belford Roxo,Macro Distribuição,1,1
2020-10-14,S.A. 2288/20,Avenida Euclides da Cunha - Abastecimento Carros-Pipa,Vila São João,São João de Meriti,Macro Distribuição,1,1
2020-10-15,Am. 27102/20,Avenida Doutor Salles Teixeira,Aero Clube,Nova Iguaçu,Rede de Distribuição,1,1
2020-10-15,Am. 27117/20,Rua Benjamim Chambarelli,K-11,Nova Iguaçu,Rede de Distribuição,1,1
2020-10-15,Am. 27070/20,Rua Pires da Mota,Ribeira - Ilha do Governador,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-15,Am. 27130/20,Rua Doutor Barros Júnior,Centro,Nova Iguaçu,Rede de Distribuição,1,1
2020-10-15,Am. 27262/20,Rua Rugendas,Jacarepaguá,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-16,Am. 27314/20,Rua Marechal Aguiar,Benfica,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-16,Am. 27280/20,Rua Garibalde,Jardim 25 de Agosto,Duque de Caxias,Rede de Distribuição,1,1
2020-10-16,Am. 27302/20,Avenida Doutor Manoel Reis,Centenário,Duque de Caxias,Rede de Distribuição,1,1
2020-10-18,Am. 27705/20,Travessa Sebastião Izidoro,Guaraciaba,Belford Roxo,Rede de Distribuição,1,1
2020-10-18,Am. 27716/20,Rua Retiro da Imprensa,Vila Heliópolis,Belford Roxo,Rede de Distribuição,1,1
2020-10-19,Am. 27748/20,Rua Professor Pires Salgado,Jardim América,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-19,Am. 27743/20,Rua Bucareste,Vigário Geral,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-19,Am. 27832/20,Ladeira dos Tabajaras,Copacabana,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-19,Am. 27833/20,Rua Santa Clara,Copacabana,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-19,Am. 27757/20,Rua Itajaí,Realengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-19,Am. 26190/20,Rua Cândido Benício,Campinho,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-19,S.A. 2284/20,Estrada Carlos Sampaio - Abastecimento Carros-Pipa,Jardim Queimados,Queimados,Macro Distribuição,1,1
2020-10-20,Am. 27962/20,Rua Mister Watkins,Centro,Mesquita,Rede de Distribuição,1,1
2020-10-20,Am. 27971/20,Rua Presidente General Craveiro Lopes,Olinda,Nilópolis,Rede de Distribuição,1,1
2020-10-20,Am. 27917/20,Rua Maranhão,Méier,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-20,Am. 27907/20,Rua Vinte e Quatro de Maio,São Francisco Xavier,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-20,Am. 27873/20,Rua Visconde de Itamarati,Maracanã,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-21,Am. 28032/20,Rua Gamboa,Gamboa,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-21,Am. 28017/20,Rua Alice,Laranjeiras,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-21,Am. 28072/20,Rua Presidente Nereu Ramos,Recreio dos Bandeirantes,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-21,S.A. 2307/20,Rua Augusto Nunes,Todos os Santos,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-21,S.A. 2281/20,Rua Capitão Damasceno  - Abastecimento Carros-Pipa 1,Circular,Duque de Caxias,Macro Distribuição,1,1
2020-10-21,S.A. 2287/20,Rua Capitão Damasceno  - Abastecimento Carros-Pipa 2,Circular,Duque de Caxias,Macro Distribuição,1,1
2020-10-22,S.A. 2273/20,Rua Pernambuco - Reservatório Engenho de Dentro - Entrada,Engenho de Dentro,Rio de Janeiro,Macro Distribuição,1,1
2020-10-22,S.A. 2273/20,Rua Pernambuco - Reservatório Engenho de Dentro - Saída,Engenho de Dentro,Rio de Janeiro,Macro Distribuição,2,1
2020-10-22,S.A. 2253/20,Rua Joaquim Coelho Alamo,Agostinho Porto,São João de Meriti,Rede de Distribuição,1,1
2020-10-22,S.A. 2308/20,Avenida Alhambra,Campo Grande,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-22,S.A. 2310/20,Rua Fernandes da Cunha,Vigário Geral,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-22,Am. 27499/20,Rua Tenente Araken Baptista,Penha,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-23,S.A. 2162/20,Rua Carlos Esteves,Vila São Luiz,Duque de Caxias,Rede de Distribuição,1,1
2020-10-23,S.A. 2323/20,Rua Maba,Vigário Geral,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-25,Am. 27857/20,Avenida João de Deus Menezes,Venda Velha,São João de Meriti,Rede de Distribuição,1,1
2020-10-26,Am. 28360/20,Rua Estácio de Sá,Estácio,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-25,Am. 27854/20,Rua Goiás,Centro,São João de Meriti,Rede de Distribuição,1,1
2020-10-25,Am. 27851/20,Rua Teixiera Pinto,Engenheiro Belford,São João de Meriti,Rede de Distribuição,1,1
2020-10-26,Am. 28377/20,Rua Barão de Itapagipe,Rio Comprido,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-26,Am. 28363/20,Rua Amoroso Lima,Cidade Nova,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-26,Am. 28324/20,Rua Benjamim Batista,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-26,Am. 28348/20,Rua Cupertino Durão,Leblon,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-26,Am. 28337/20,Rua Duque Estrada,Gávea,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-27,Am. 28643/20,Rua Carmem Freitas Salgado,Califórnia,Nova Iguaçu,Rede de Distribuição,1,1
2020-10-27,Am. 28620/20,Rua de Vila Lúcia,Aero Clube,Nova Iguaçu,Rede de Distribuição,1,1
2020-10-27,Am. 28495/20,Rua Coronel França Leite,Cabral,Nilópolis,Rede de Distribuição,1,1
2020-10-27,Am. 28481/20,Rua Doutor Heitor da Costa Val,Centro,Mesquita,Rede de Distribuição,1,1
2020-10-27,Am. 28501/20,Rua Conde de Porto Alegre,Centro,Duque de Caxias,Rede de Distribuição,1,1
2020-10-27,S.A. 2278/20,Rua Francisca Tomé - Reservatório Centenário - Entrada,Centenário,Duque de Caxias,Macro Distribuição,1,1
2020-10-27,S.A. 2278/20,Rua Francisca Tomé - Reservatório Centenário - Saída,Centenário,Duque de Caxias,Macro Distribuição,1,1
2020-10-28,Am. 28662/20,Rua Amisterdam,Bangu,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-28,Am. 28728/20,Estrada dos Três Rios,Freguesia,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-28,Am. 28721/20,Rua Geminiano Gois,Jacarepaguá,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-28,Am. 28684/20,Avenida Doutor Maria Estrela,Bangu,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-28,Am. 28732/20,Rua Batista da Costa,Lagoa,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-29,S.A. 2274/20,Rua Marechal Jardim - Reservatório Pedregulho - Saída,Benfica,Rio de Janeiro,Macro Distribuição,1,1
2020-10-29,Am. 28779/20,Estrada da Bica,Cacuia - Ilha do Governador,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-29,Am. 28787/20,Estrada do Galeão,Galeão - Ilha do Governador,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-29,Am. 28898/20,Rua Visconde de Santa Isabel,Vila Isabel,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-29,Am. 28889/20,Rua Mariz e Barros,Praça da Bandeira,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-30,S.A. 2274/20,Rua Marechal Jardim - Reservatório Pedregulho - Entrada,Benfica,Rio de Janeiro,Macro Distribuição,1,1
2020-10-30,Am. 29072/20,Rua Visconde de Ouro Preto,Botafogo,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-30,Am. 29044/20,Rua Alice,Laranjeiras,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-31,Am. 29149/20,Estrada João Paulo,Barros Filho,Rio de Janeiro,Rede de Distribuição,1,1
2020-10-31,Am. 29160/20,Rua Lins de Vasconcelos,Lins de Vanconcelos,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-02,Am. 29482/20,Rua Paraguai,Belford Roxo,Belford Roxo,Rede de Distribuição,1,1
2020-11-02,Am. 29478/20,Avenida Benjamim Pinto Dias,Belford Roxo,Belford Roxo,Rede de Distribuição,1,1
2020-11-03,Am. 29288/20,Rodovia Washington Luiz,Duque de Caxias,Duque de Caxias,Rede de Distribuição,1,1
2020-11-03,Am. 29289/20,Rua Conde de Porto Alegre,Centro,Duque de Caxias,Rede de Distribuição,1,1
2020-11-03,Am. 29376/20,Rua Albano,Praça Seca,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-03,Am. 29390/20,Rua Luiz Beltrão,Vila Valqueire,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-04,Am. 29580/20,Avenida Itaoca,Inhaúma,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-04,Am. 29549/20,Rua Pires da Mota,Ribeira - Ilha do Governador,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-04,S.A. 2360/20,Rua Corcovado,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-04,S.A. 2357/20,Rua Ipiranga,Laranjeiras,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-05,Am. 28812/20,Rua Silva Gomes,Cascadura,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-05,Am. 29776/20,Rua Isolino Aquino,Deodoro,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-05,S.A. 2362/20,Rua Inspiração,Vila da Penha,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-05,Am. 29712/20,Rua Correia Seara,Magalhães Bastos,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-06,Am. 29882/20,Rua Retiro dos Artistas,Pechincha,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-06,Am. 29965/20,Rua São Joaquim,Cachambi,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-06,Am. 29995/20,Rua Marques de Leão,Engenho Novo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-06,Am. 29904/20,Rua Estácio de Sá,Estácio,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-08,S.A. 2333/20,Rua Costa Filho,Marechal Hermes,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-09,Am. 30110/20,Rua Imperador,Realengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-09,Am. 30115/20,Rua Tenente Nepomuceno,Vila Militar,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-09,Am. 30186/20,Avenida Governador Roberto Silveira,Centro,Nova Iguaçu,Rede de Distribuição,1,1
2020-11-10,Am. 30300/20,Rua Presidente General Craveiro Lopes,Olinda,Nilópolis,Rede de Distribuição,1,1
2020-11-10,Am. 30294/20,Rua Casulo,Centro,Mesquita,Rede de Distribuição,1,1
2020-11-10,Am. 30346/20,Rua Visconde de Ouro Preto,Botafogo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-10,Am. 30273/20,Rua Bananal,Olavo Bilac,Duque de Caxias,Rede de Distribuição,1,1
2020-11-10,S.A. 2369/20,Estrada Água Branca,Magalhães Bastos,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-11,Am. 30454/20,Rua Licinio Cardoso,São Francisco Xavier,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-11,Am. 30507/20,Avenida Antenor Navarro,Braz de Pina,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-11,S.A. 2372/20,Rua Delfim Moreira - Reservatório São Matheus - Entrada,São Matheus,São João de Meriti,Macro Distribuição,1,1
2020-11-11,S.A. 2372/20,Rua Delfim Moreira - Reservatório São Matheus - Saída,São Matheus,São João de Meriti,Macro Distribuição,1,1
2020-11-11,S.A. 2370/20,Rua Pernambuco - Reservatório Engenho de Dentro - Entrada,Engenho de Dentro,Rio de Janeiro,Macro Distribuição,1,1
2020-11-11,S.A. 2370/20,Rua Pernambuco - Reservatório Engenho de Dentro - Saída,Engenho de Dentro,Rio de Janeiro,Macro Distribuição,1,1
2020-11-11,S.A. 2374/20,Avenida Edson Passos - Reservatório Caixa Nova - Entrada,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,1,1
2020-11-11,S.A. 2374/20,Avenida Edson Passos - Reservatório Caixa Nova - Saída,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,1,1
2020-11-12,Am. 30752/20,Estrada Maracajá,Galeão - Ilha do Governador,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-12,Am. 30734/20,Estrada Galeão,Galeão - Ilha do Governador,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-13,Am. 30931/20,Avenida Epitácio Pessoa,Lagoa,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-13,Am. 30848/20,Rua Retiro dos Artistas,Pechincha,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-13,Am. 30838/20,Rua Waldemar Dutra,Santo Cristo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-13,Am. 30907/20,Rua Angélica Mota,Olaria,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-13,S.A. 2371/20,Rua Marechal Jardim - Reservatório Pedregulho - Entrada,Benfica,Rio de Janeiro,Macro Distribuição,1,1
2020-11-13,S.A. 2371/20,Rua Marechal Jardim - Reservatório Pedregulho - Saída,Benfica,Rio de Janeiro,Macro Distribuição,1,1
2020-11-13,S.A. 2373/20,Rua Pacheco Leão - Reservatório Macacos - Entrada,Jardim Botânico,Rio de Janeiro,Macro Distribuição,1,1
2020-11-13,S.A. 2373/20,Rua Pacheco Leão - Reservatório Macacos - Saída,Jardim Botânico,Rio de Janeiro,Macro Distribuição,1,1
2020-11-16,Am. 31044/20,Rua Bom Pastor,Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-16,Am. 31050/20,Rua Visconde de Itamarati,Maracanã,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-16,Am. 31085/20,Rua Frei Caneca,Centro,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-16,Am. 31092/20,Praça da Cruz Vermelha,Centro,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-17,Am. 31146/20,Rua Netuno,Centro,Mesquita,Rede de Distribuição,1,1
2020-11-17,Am. 31159/20,Rua Roldão Gonçalves,Olinda,Nilópolis,Rede de Distribuição,1,1
2020-11-17,Am. 31273/20,Avenida Rodrigo Otávio,Gávea,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-17,Am. 31310/20,Estrada Carlos Sampaio - Abastecimento Carros-Pipa,Jardim Queimados,Queimados,Macro Distribuição,1,1
2020-11-17,S.A. 2400/20,Rua Capitão Damasceno  - Abastecimento Carros-Pipa 1,Duque de Caxias,Duque de Caxias,Macro Distribuição,1,1
2020-11-17,S.A. 2402/20,Rua Capitão Damasceno  - Abastecimento Carros-Pipa 2,Duque de Caxias,Duque de Caxias,Macro Distribuição,1,1
2020-11-17,S.A. 2404/20,Alameda Calheiros da Graça  - Abastecimento Carros-Pipa,Duque de Caxias,Duque de Caxias,Macro Distribuição,1,1
2020-11-18,Am. 29190/20,Avenida das Américas,Recreio,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-18,Am. 29207/20,Rua Arthur Possolo,Recreio,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-18,Am. 31323/20,Rua Cristalina Jardim Batan,Realengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-18,Am. 31332/20,Rua Araquem,Bangu,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-18,S.A. 2410/20,Rua Francisco Franco,Bangu,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-19,Am. 31405/20,Rua Souza Barros,Engenho Novo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-19,Am. 31423/20,Rua Primo Teixeira,Encantado,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-19,Am. 31436/20,Av. João de Deus Menezes,N. S. Anton,São João de Meriti,Rede de Distribuição,1,1
2020-11-19,Am. 31466/20,Rua Marques do Paraná,Flamengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-19,Am. 31472/20,Rua Visconde de Ouro Preto,Botafogo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-19,Am. 31497/20,Rua Alice,Laranjeiras,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-19,S.A. 2399/20,Av. Euclides da Cunha  - Abastecimento Carros-Pipa,Vila São João,São João de Meriti,Macro Distribuição,1,1
2020-11-21,S.A. 2424/20,Rua Coronel Camisão,Cordovil,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-21,S.A. 2457/20,Rua Vitor Frond,Coelho Neto,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-21,S.A. 2460/20,Rua Robert Schumann,Jardim América,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-21,S.A. 2462/20,Rua José Sombra,Irajá,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-21,S.A. 2463/20,Rua Japuanga,Parada de Lucas,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-21,S.A. 2465/20,Rua São Bartolomeu,Vigário Geral,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-22,S.A. 2404/20A,Alameda Calheiros da Graça - Abastecimento Carros-Pipa,Jardim Primavera,Duque de Caxias,Macro Distribuição,1,1
2020-11-22,S.A. 2414/20,Rua Maria Helena,Rocha Sobrinho,Mesquita,Rede de Distribuição,1,1
2020-11-23,Am. 31688/20,Rua Visconde de Sepetiba,Santa Cruz,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-23,Am. 31675/20,Estrada da Matriz,Pedra de Guaratiba,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-23,Am. 31693/20,Estrada Urucania,Paciência,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-23,Am. 31681/20,Estrada Piaí,Sepetiba,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-24,S.A. 2375/20,Rua Francisca Tomé - Reservatório Centenário - Entrada,Centenário,Duque de Caxias,Macro Distribuição,1,1
2020-11-24,Am. 31106/20,Rua Conde de Porto Alegre,Centro,Duque de Caxias,Rede de Distribuição,1,1
2020-11-24,S.A. 2485/20,Rua Magoari,Realengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-24,S.A. 2525/20,Rua Cimbres,Coelho Neto,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-24,S.A. 2539/20,Rua Doutor Jose Thomaz,Pavuna,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-25,S.A. 2405/20,Estrada da Covanca  - Abastecimento Carros-Pipa,Tanque,Rio de Janeiro,Macro Distribuição,1,1
2020-11-25,S.A. 2523/20,Rua Fiação,Bangu,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-26,Am. 31928/20,Rua Maestro Germano Teixeira,Belford Roxo,Belford Roxo,Rede de Distribuição,1,1
2020-11-26,S.A. 2617/20,Rua Alvaro De Magalhães,Jardim América,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-26,Am. 31850/20,Estrada do Lameirão,Santíssimo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-26,S.A. 2628/20,Rua Coronel Cota,Méier,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-26,S.A. 2625/20,Rua Alves de Brito,Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-27,Am. 32116/20,Rua Campo Largo,Padre Miguel,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-27,Am. 32134/20,Rua Abacates,Deodoro,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-27,Am. 32039/20,Rua Alberto de Campos,Ipanema,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-27,Am. 32168/20,Rua Marechal José Bevilaqua,Taquara,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-27,S.A. 2458/20A,Rua Américo Ribeiro Rezende,Olinda,Nilópolis,Rede de Distribuição,1,1
2020-11-27,Am. 32043/20,Avenida Prudente de Morais,Ipanema,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-27,Am. 32016/20,Rua José Bonifácio,Todos os Santos,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 32327/20,Travessa Carminha,Andaraí,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 32407/20,Rua Chaves Faria,São Cristovão,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-29,Am. 32080/20,Rua General Rondon,Pq. Santa Eugênia,Nova Iguaçu,Rede de Distribuição,1,1
2020-11-29,Am. 32072/20,Rua Maria Laura,Moquetá,Nova Iguaçu,Rede de Distribuição,1,1
2020-11-29,Am. 32093/20,Rua Otavio Ascole,Chavascal,Nova Iguaçu,Rede de Distribuição,1,1
2020-11-29,Am. 32074/20,Rua Savero José Bruno,Aeroclube,Nova Iguaçu,Rede de Distribuição,1,1
2020-11-29,Am. 32200/20,Av. João de Deus Menezes,N.S. Anton,São João de Meriti,Rede de Distribuição,1,1
2020-11-29,Am. 32208/20,Rua São Pedro,Centro - S. João,São João de Meriti,Rede de Distribuição,1,1
2020-11-29,Am. 32198/20,Rua Luiz Laudares,P. Analândia,São João de Meriti,Rede de Distribuição,1,1
2020-11-29,Am. 32205/20,Rua Alagoas,Centro,São João de Meriti,Rede de Distribuição,1,1
2020-11-30,Am. 29345/20,Rua Eng. Álvaro Niemeyer,São Conrado,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 29355/20,Rua Einstein,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 29357/20,Estrada Barra da Tijuca,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 32296/20,Rua Bom Pastor,Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 32318/20,Rua Barão do Bom Retiro,Engenho Novo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 32265/20,Rua Marques de Leão,Engenho Novo,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 32269/20,Rua Leite Ribeiro,Méier,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 32281/20,Rua Pernambuco,Engenho de Dentro,Rio de Janeiro,Rede de Distribuição,1,1
2020-11-30,Am. 32263/20,Rua Vinte e Quatro de Maio,São Francisco Xavier,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-01,S.A. 2639/20,Rua Henrique Braga,Oswaldo Cruz,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-01,S.A. 2640/20,Rua Quiroam,Oswaldo Cruz,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-01,S.A. 2432/20A,Rua Marechal Modestino,Realengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-02,Am. 32691/20,Rua Angélica Mota,Olaria,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-02,Am. 32708/20,Rua Iricume,Brás de Pina,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-02,Am. 32712/20,Rua Professor Rodolpho Rocco,Cidade Universitária,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-02,Am. 32725/20,Rua Ipiru,Cacuia,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-03,Am. 32781/20,Rua Professor Silvio Leite,Taquara,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-03,Am. 32773/20,Estrada Pau da Fome,Jacarepaguá,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-03,Am. 32670/20,Rua João Pessoa,Centro,Nilópolis,Rede de Distribuição,1,1
2020-12-04,Am. 32595/12,Estrada do Lameirão,Santíssimo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-04,Am. 32886/20,Rua Itajaí,Realengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-04,Am. 32895/20,Rua Vigilante Fortunato,Bangu,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-05,Am. 32975/20,Rua Muniz Barreto,Botafogo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-05,Am. 32970/20,Avenida Rui Barbosa,Flamengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-05,Am. 33154/20,Rua Carolina Santos,Lins de Vasconcelos,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-05,Am. 33156/20,Rua Adriano,Todos os Santos,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-06,S.A. 2666/20,Rua Artur Menezes,Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-06,S.A. 2654/20,Rua Ipiranga,Laranjeiras,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-08,Am. 33304/20,Rua Doutor Otávio Kelly,Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-09,S.A. 2415/20,Reservatório Posse  - Saída,Posse,Nova Iguaçu,Macro Distribuição,1,1
2020-12-09,S.A. 2415/20,Reservatório Posse  - Entrada,Posse,Nova Iguaçu,Macro Distribuição,1,1
2020-12-09,Am. 32743/20,Estrada Coronel Pedro Correa,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-09,Am. 33424/20,Rua Pinto da Fonseca,Magalhães Bastos,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-10,Am. 33125/20,Rua São Leobaldo,Gávea,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-10,Am. 33130/20,Rua Major Rolinda da Silva,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-10,Am. 33253/20,Rua Garcia Redondo,Cachambi,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-10,Am. 33277/20,Rua Licínio Cardoso,São Francisco Xavier,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-11,Am. 33596/20,Rua Pedro Ernesto,Gamboa,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-11,Am. 33524/20,Rua Benajmim Batista,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-11,Am. 33365/20,Rua Olímpia Esteves,Padre Miguel,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-13,Am. 33395/20,Estrada São João Caxias,Centro,São João de Meriti,Rede de Distribuição,1,1
2020-12-13,Am. 33398/20,Rua Anastácio Correia,Parque Barreto,São João de Meriti,Rede de Distribuição,1,1
2020-12-13,S.A. 2704/20,Rua Monte Santo,Irajá,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-13,S.A. 2707/20,Rua Marechal Antônio Souza,Jardim América,Rio de Janeiro,Rede de Distribuição,1,1
